Data e Hora;Saturação de água no óleo - % (Monitor de Umidade MO - Transformador);Saturação de água no óleo convertida para temperatura de referência - % (Monitor de Umidade MO - Transformador);Teor de água no óleo - ppm (Monitor de Umidade MO - Transformador);Temperatura do óleo no sensor de umidade - ºC (Monitor de Umidade MO - Transformador);Tendência de evolução do teor de água no óleo - ppm/dia (Monitor de Umidade MO - Transformador)
01/05/2022 03:38:06;5,1;4,7;3,2;23,7;0
01/05/2022 03:53:01;5,1;4,7;3,2;23,3;0
01/05/2022 04:08:03;5,1;4,7;3,2;23,3;0
01/05/2022 04:23:06;5,1;4,5;3,1;23;0
01/05/2022 04:38:03;5,1;4,5;3,1;22,8;0
01/05/2022 04:53:05;5,1;4,5;3,1;22,6;0
01/05/2022 05:08:02;5,1;4,4;3;22,3;0
01/05/2022 05:23:12;5,1;4,4;3;22,1;0
01/05/2022 05:38:06;5,1;4,4;3;21,8;0
01/05/2022 05:53:11;5,1;4,4;3;21,6;-0,1
01/05/2022 06:08:07;5,1;4,2;2,9;21,4;-0,1
01/05/2022 06:23:06;5,1;4,2;2,9;21,3;-0,1
01/05/2022 06:38:03;5,1;4,2;2,9;21,1;-0,1
01/05/2022 06:53:04;5,1;4,2;2,9;20,9;-0,1
01/05/2022 07:08:04;5,1;4,2;2,9;20,9;-0,1
01/05/2022 07:23:02;5,1;4,2;2,9;20,9;-0,1
01/05/2022 07:38:05;5,1;4,2;2,9;21,3;-0,1
01/05/2022 07:53:00;5,1;4,4;3;22,1;-0,1
01/05/2022 08:08:04;5;4,5;3,1;22,9;-0,1
01/05/2022 08:23:00;4,8;4,5;3,1;23,9;-0,1
01/05/2022 08:38:05;4,8;4,7;3,2;24,6;-0,1
01/05/2022 08:53:11;4,7;4,7;3,2;25,3;0
01/05/2022 09:08:08;4,7;4,8;3,3;26;0
01/05/2022 09:23:23;4,7;4,8;3,3;26,6;0
01/05/2022 09:38:24;4,5;4,8;3,3;27,1;0
01/05/2022 09:53:32;4,5;4,8;3,3;27,6;0
01/05/2022 10:08:29;4,4;5;3,4;28,3;0
01/05/2022 10:23:24;4,4;5;3,4;28,6;0
01/05/2022 10:38:27;4,2;4,8;3,3;29,2;0
01/05/2022 10:53:26;4,2;5;3,4;29,7;0
01/05/2022 11:08:26;4,2;5;3,4;30;0
01/05/2022 11:23:23;4,2;5,1;3,5;30,5;0
01/05/2022 11:38:26;4;5;3,4;31,3;0
01/05/2022 11:53:22;4;5,1;3,5;31,9;0
01/05/2022 12:08:27;4,1;5,4;3,7;32,4;0
01/05/2022 12:23:27;4;5,1;3,5;32,1;0
01/05/2022 12:38:25;4,1;5,4;3,7;32,6;0
01/05/2022 12:53:29;3,9;5,3;3,6;33;0
01/05/2022 13:08:25;4,1;5,4;3,7;32,6;0
01/05/2022 13:23:30;4,1;5,6;3,8;33,2;0
01/05/2022 13:38:00;4,1;5,6;3,8;33,3;0
01/05/2022 13:53:24;4,1;5,6;3,8;33,5;0
01/05/2022 14:08:29;4,1;5,7;3,9;33,7;0
01/05/2022 14:23:28;3,9;5,4;3,7;34,1;0
01/05/2022 14:38:26;4,1;5,7;3,9;33,9;0
01/05/2022 14:53:28;4,1;5,7;3,9;34;0
01/05/2022 15:08:01;4,1;5,7;3,9;34;0
01/05/2022 15:23:30;4,1;5,7;3,9;34,1;0
01/05/2022 15:38:00;4,1;5,7;3,9;33,6;0
01/05/2022 15:53:27;4,1;5,7;3,9;33,8;0
01/05/2022 16:08:28;4,1;5,6;3,8;33,5;0
01/05/2022 16:22:59;4,1;5,7;3,9;33,6;0
01/05/2022 16:38:31;4,2;5,7;3,9;33,5;0
01/05/2022 16:53:28;4,2;5,7;3,9;33,5;0
01/05/2022 17:08:29;4,2;5,7;3,9;33,3;0
01/05/2022 17:23:34;4,2;5,7;3,9;33,3;0
01/05/2022 17:37:59;4,2;5,7;3,9;33,3;0
01/05/2022 17:53:30;4,2;5,7;3,9;33,2;0
01/05/2022 18:08:30;4,2;5,7;3,9;33,2;0
01/05/2022 18:23:31;4,4;5,9;4;32,9;0
01/05/2022 18:38:00;4,4;5,9;4;33;0
01/05/2022 18:53:32;4,2;5,7;3,9;33,2;0
01/05/2022 19:08:27;4,4;6;4,1;33,1;0
01/05/2022 19:23:27;4,4;6;4,1;33,1;0
01/05/2022 19:38:02;4,4;5,7;3,9;32,3;0
01/05/2022 19:53:28;4,4;5,7;3,9;31,9;0
01/05/2022 20:08:35;4,5;5,7;3,9;31,5;0
01/05/2022 20:23:02;4,5;5,7;3,9;31,2;0
01/05/2022 20:38:02;4,5;5,6;3,8;31;0
01/05/2022 20:53:28;4,7;5,7;3,9;30,7;0
01/05/2022 21:08:02;4,7;5,7;3,9;30,6;0
01/05/2022 21:23:28;4,7;5,7;3,9;30,5;0
01/05/2022 21:38:01;4,7;5,7;3,9;30,4;0
01/05/2022 21:53:03;4,7;5,7;3,9;30,3;0
01/05/2022 22:08:04;4,7;5,7;3,9;30,2;0
01/05/2022 22:23:00;4,7;5,6;3,8;29,9;0
01/05/2022 22:38:03;4,8;5,6;3,8;29,3;0
01/05/2022 22:53:06;4,8;5,6;3,8;29;0
01/05/2022 23:08:04;4,7;5,4;3,7;29,1;0
01/05/2022 23:23:05;4,7;5,4;3,7;29;0
01/05/2022 23:38:06;4,7;5,3;3,6;28,7;0
01/05/2022 23:53:04;4,8;5,3;3,6;27,8;0
02/05/2022 00:08:55;4,8;5,3;3,6;27,8;0
02/05/2022 00:23:25;4,8;5,3;3,6;27,6;0
02/05/2022 00:38:32;4,8;5,1;3,5;27,3;0
02/05/2022 00:53:27;4,8;5,1;3,5;27,2;0
02/05/2022 01:08:03;4,8;5,1;3,5;26,9;0
02/05/2022 01:23:25;4,8;5;3,4;26,5;0
02/05/2022 01:38:25;4,8;5;3,4;26,5;0
02/05/2022 01:53:29;4,8;5;3,4;26,2;0
02/05/2022 02:08:18;4,8;4,8;3,3;25,9;0
02/05/2022 02:23:12;5;5;3,4;25,4;0
02/05/2022 02:38:10;5;5;3,4;25,4;0
02/05/2022 02:53:14;5;5;3,4;25,2;0
02/05/2022 03:08:25;5;4,8;3,3;24,6;0
02/05/2022 03:23:31;5;4,8;3,3;24,6;0
02/05/2022 03:38:04;5;4,7;3,2;24,3;0
02/05/2022 03:53:26;5;4,7;3,2;24,1;0
02/05/2022 04:08:23;5;4,7;3,2;23,7;0
02/05/2022 04:23:23;5;4,5;3,1;23,5;0
02/05/2022 04:38:21;5;4,7;3,2;23,6;0
02/05/2022 04:53:22;5;4,5;3,1;23,5;0
02/05/2022 05:08:21;5;4,5;3,1;23,3;0
02/05/2022 05:23:24;5;4,5;3,1;23,2;0
02/05/2022 05:38:29;5;4,5;3,1;23,2;0
02/05/2022 05:53:22;5;4,5;3,1;22,9;0
02/05/2022 06:08:23;5;4,4;3;22,8;0
02/05/2022 06:23:26;5;4,4;3;22,7;0
02/05/2022 06:38:24;5;4,5;3,1;22,9;0
02/05/2022 06:53:25;5;4,5;3,1;22,9;0
02/05/2022 07:08:26;5;4,4;3;22,7;0
02/05/2022 07:23:04;5;4,4;3;22,8;0
02/05/2022 07:38:04;5;4,5;3,1;23;0
02/05/2022 07:53:01;4,8;4,4;3;23,4;0
02/05/2022 08:08:03;4,8;4,5;3,1;24,3;0
02/05/2022 08:23:03;4,8;4,7;3,2;24,7;0
02/05/2022 08:38:15;4,7;4,5;3,1;25,1;0
02/05/2022 08:53:22;4,7;4,8;3,3;25,9;0
02/05/2022 09:08:26;4,5;4,7;3,2;26,9;0
02/05/2022 09:23:33;4,4;4,8;3,3;27,7;0
02/05/2022 09:38:29;4,4;5;3,4;28,3;0
02/05/2022 09:53:24;4,2;4,8;3,3;29,2;0
02/05/2022 10:08:27;4,2;5;3,4;29,7;0
02/05/2022 10:23:26;4,2;5,1;3,5;30,3;0
02/05/2022 10:38:05;4,2;5,1;3,5;30,7;0
02/05/2022 10:53:10;4,2;5,3;3,6;31,1;0
02/05/2022 11:08:30;4;5;3,4;31,4;0
02/05/2022 11:23:29;4;5,1;3,5;31,9;0
02/05/2022 11:38:30;4,1;5,4;3,7;32,5;0
02/05/2022 11:53:22;4,1;5,4;3,7;32,6;0
02/05/2022 12:08:33;4,1;5,4;3,7;32,6;0
02/05/2022 12:23:34;4,1;5,4;3,7;32,5;0
02/05/2022 12:38:22;4,1;5,4;3,7;32,6;0
02/05/2022 12:53:12;4,1;5,6;3,8;33;0
02/05/2022 13:08:14;4,1;5,6;3,8;33;0
02/05/2022 13:23:20;4,1;5,6;3,8;33,4;0
02/05/2022 13:38:15;4,1;5,6;3,8;33,5;0
02/05/2022 13:54:11;4,1;5,7;3,9;33,6;0
02/05/2022 14:09:49;4,1;5,7;3,9;33,7;0
02/05/2022 14:24:09;4,1;5,7;3,9;34,1;0
02/05/2022 14:39:29;4,1;5,9;4;34,3;0
02/05/2022 14:54:21;4,1;5,9;4;34,3;0
02/05/2022 15:09:27;4,1;5,7;3,9;34,2;0
02/05/2022 15:24:36;4,1;5,9;4;34,3;0
02/05/2022 15:39:00;4,1;5,9;4;34,3;0
02/05/2022 15:54:41;4,1;5,9;4;34,8;0
02/05/2022 16:09:33;4,2;6;4,1;34,6;0
02/05/2022 16:24:31;4,2;6;4,1;34,8;0
02/05/2022 16:39:33;4,2;6,1;4,2;35;0
02/05/2022 16:54:47;4,2;6,1;4,2;35,2;0
02/05/2022 17:09:21;4,2;6,1;4,2;35,3;0
02/05/2022 17:24:30;4,2;6,1;4,2;35,2;0
02/05/2022 17:39:04;4,2;6,1;4,2;35,2;0
02/05/2022 17:54:23;4,2;6;4,1;34,7;0
02/05/2022 18:09:40;4,2;6;4,1;34,6;0
02/05/2022 18:24:28;4,2;6;4,1;34,4;0
02/05/2022 18:39:31;4,4;6,3;4,3;34,4;0
02/05/2022 18:54:25;4,4;6,3;4,3;34,4;0
02/05/2022 19:09:28;4,4;6,1;4,2;34,2;0
02/05/2022 19:24:36;4,4;6,1;4,2;34,1;0
02/05/2022 19:39:08;4,4;6,3;4,3;34,3;0
02/05/2022 19:54:12;4,5;6,3;4,3;34;0
02/05/2022 20:09:28;4,5;6,3;4,3;34,2;0
02/05/2022 20:24:31;4,4;6,1;4,2;34,2;0
02/05/2022 20:39:27;4,5;6,3;4,3;34,1;0
02/05/2022 20:54:31;4,5;6,3;4,3;34;0
02/05/2022 21:09:32;4,5;6,3;4,3;33,8;0
02/05/2022 21:24:00;4,5;6,1;4,2;33,6;0
02/05/2022 21:39:03;4,5;6,1;4,2;33,4;0
02/05/2022 21:54:28;4,5;6,1;4,2;33,1;0
02/05/2022 22:09:00;4,7;6,3;4,3;32,9;0
02/05/2022 22:24:02;4,5;6;4,1;32,8;0
02/05/2022 22:39:15;4,5;6;4,1;32,7;0
02/05/2022 22:54:09;4,7;6,1;4,2;32,3;0
02/05/2022 23:09:15;4,7;6,1;4,2;32,2;0
02/05/2022 23:24:18;4,7;6;4,1;31,8;0
02/05/2022 23:39:16;4,7;6;4,1;31,6;0
02/05/2022 23:54:17;4,7;5,9;4;31,2;0
03/05/2022 00:08:59;4,9;6;4,1;30,8;0
03/05/2022 00:24:18;4,8;5,9;4;30,7;0
03/05/2022 00:39:20;4,8;5,9;4;30,6;0
03/05/2022 00:54:19;4,8;5,9;4;30,3;0
03/05/2022 01:09:13;4,7;5,7;3,9;30,1;0
03/05/2022 01:24:20;4,8;5,7;3,9;29,9;0
03/05/2022 01:39:20;4,8;5,7;3,9;29,8;0
03/05/2022 01:54:20;4,8;5,6;3,8;29,5;0
03/05/2022 02:09:15;4,8;5,6;3,8;29,3;0
03/05/2022 02:24:15;4,8;5,6;3,8;29,2;0
03/05/2022 02:39:16;4,8;5,6;3,8;29;0
03/05/2022 02:54:13;4,8;5,6;3,8;28,9;0
03/05/2022 03:09:16;4,8;5,4;3,7;28,7;0
03/05/2022 03:24:15;4,8;5,4;3,7;28,4;0
03/05/2022 03:39:18;4,8;5,4;3,7;28,5;0
03/05/2022 03:54:18;4,8;5,4;3,7;28,7;0
03/05/2022 04:09:21;4,8;5,4;3,7;28,2;0
03/05/2022 04:24:31;4,8;5,3;3,6;28,1;0
03/05/2022 04:39:24;4,8;5,3;3,6;27,6;0
03/05/2022 04:54:24;4,8;5,3;3,6;27,7;0
03/05/2022 05:09:32;4,8;5,3;3,6;27,6;0
03/05/2022 05:24:01;4,8;5,3;3,6;28;0
03/05/2022 05:39:26;4,7;5,1;3,5;27,7;0
03/05/2022 05:54:32;4,7;5,1;3,5;27,9;0
03/05/2022 06:09:05;4,8;5,3;3,6;27,9;0
03/05/2022 06:24:01;4,7;5,1;3,5;27,6;0
03/05/2022 06:39:02;4,8;5,1;3,5;27,3;0
03/05/2022 06:54:32;4,8;5,1;3,5;27,1;0
03/05/2022 07:09:31;4,8;5,1;3,5;27,3;0
03/05/2022 07:24:35;4,8;5,3;3,6;27,6;0
03/05/2022 07:39:25;4,7;5,1;3,5;27,4;0
03/05/2022 07:54:27;4,7;5;3,4;27,3;0
03/05/2022 08:09:32;4,7;5,1;3,5;27,6;0
03/05/2022 08:24:33;4,7;5,3;3,6;28,1;0
03/05/2022 08:39:30;4,7;5,3;3,6;28,6;0
03/05/2022 08:54:11;4,5;5,1;3,5;29;0
03/05/2022 09:09:12;4,5;5,3;3,6;29,5;0
03/05/2022 09:24:14;4,5;5,4;3,7;30,1;0
03/05/2022 09:39:31;4,4;5,4;3,7;30,7;0
03/05/2022 09:54:01;4,4;5,6;3,8;31,3;0
03/05/2022 10:09:28;4,2;5,4;3,7;32;0
03/05/2022 10:24:23;4,2;5,4;3,7;32,1;0
03/05/2022 10:39:05;4,2;5,6;3,8;32,6;0
03/05/2022 10:54:38;4,2;5,7;3,9;33;0
03/05/2022 11:09:29;4,2;5,7;3,9;33,5;0
03/05/2022 11:24:10;4,2;5,7;3,9;33,6;0
03/05/2022 11:39:01;4,2;5,9;4;34,2;0
03/05/2022 11:54:26;4,1;5,9;4;34,8;0
03/05/2022 12:09:19;4,1;6;4,1;35,3;0
03/05/2022 12:24:20;4,1;6;4,1;35,3;0
03/05/2022 12:39:13;4,1;6,1;4,2;35,6;0
03/05/2022 12:54:06;4,1;6;4,1;35,4;0
03/05/2022 13:10:12;4,1;6;4,1;35,4;0
03/05/2022 13:25:20;4,1;6,1;4,2;35,9;0
03/05/2022 13:40:10;4,1;6,1;4,2;35,8;0
03/05/2022 13:55:27;4,1;6,1;4,2;35,7;0
03/05/2022 14:10:28;4,1;6,1;4,2;36;0
03/05/2022 14:25:26;4,1;6,3;4,3;36,6;0
03/05/2022 14:40:31;4,2;6,4;4,4;36,2;0
03/05/2022 14:55:29;4,1;6,3;4,3;36,6;0
03/05/2022 15:10:25;4,2;6,4;4,4;36,5;0
03/05/2022 15:25:15;4,2;6,4;4,4;36,5;0
03/05/2022 15:40:20;4,2;6,4;4,4;36,6;0
03/05/2022 15:55:20;4,2;6,4;4,4;36,3;0
03/05/2022 16:10:05;4,2;6,4;4,4;36,4;0
03/05/2022 16:25:00;4,2;6,4;4,4;36,4;0
03/05/2022 16:40:08;4,2;6,4;4,4;36,4;0
03/05/2022 16:55:08;4,2;6,4;4,4;36,3;0
03/05/2022 17:10:10;4,2;6,4;4,4;36,3;0
03/05/2022 17:25:21;4,2;6,4;4,4;36,3;0
03/05/2022 17:40:14;4,4;6,6;4,5;35,9;0
03/05/2022 17:55:07;4,4;6,6;4,5;35,6;0,1
03/05/2022 18:10:14;4,4;6,4;4,4;35,4;0,1
03/05/2022 18:25:12;4,4;6,4;4,4;35;0,1
03/05/2022 18:40:13;4,5;6,4;4,4;34,4;0,1
03/05/2022 18:55:07;4,5;6,4;4,4;34,3;0
03/05/2022 19:10:10;4,5;6,3;4,3;34,1;0
03/05/2022 19:25:13;4,5;6,3;4,3;34,2;0
03/05/2022 19:40:17;4,7;6,6;4,5;34;0
03/05/2022 19:55:08;4,7;6,6;4,5;33,8;0,1
03/05/2022 20:10:36;4,7;6,4;4,4;33,7;0,1
03/05/2022 20:25:32;4,7;6,4;4,4;33,6;0,1
03/05/2022 20:40:34;4,7;6,4;4,4;33,4;0,1
03/05/2022 20:55:03;4,7;6,3;4,3;33;0
03/05/2022 21:10:01;4,9;6,6;4,5;32,8;0
03/05/2022 21:25:04;4,9;6,4;4,4;32,3;0
03/05/2022 21:39:59;4,9;6,3;4,3;32;0
03/05/2022 21:55:03;4,9;6,4;4,4;32,1;0
03/05/2022 22:10:09;4,9;6,3;4,3;31,9;0
03/05/2022 22:25:08;4,9;6,1;4,2;31,2;0
03/05/2022 22:40:15;4,9;6,1;4,2;30,9;0
03/05/2022 22:55:11;5;6;4,1;30,3;0
03/05/2022 23:10:07;5;6;4,1;30,2;0
03/05/2022 23:25:03;5;6;4,1;29,8;0
03/05/2022 23:40:00;5;5,9;4;29,6;0
03/05/2022 23:55:02;5;5,9;4;29,6;0
04/05/2022 00:10:06;5,2;5,9;4;28,4;0
04/05/2022 00:25:07;5,2;5,7;3,9;28,1;0
04/05/2022 00:40:07;5;5,6;3,8;27,9;0
04/05/2022 00:55:06;5,2;5,7;3,9;27,6;0
04/05/2022 01:10:13;5,2;5,7;3,9;27,8;0
04/05/2022 01:25:06;5,2;5,7;3,9;27,6;0
04/05/2022 01:40:13;5,1;5,3;3,6;26,6;0
04/05/2022 01:55:09;5,1;5,4;3,7;26,7;0
04/05/2022 02:10:03;5,1;5,3;3,6;26,4;0
04/05/2022 02:25:06;5,1;5,3;3,6;26,1;0
04/05/2022 02:40:09;5,1;5,1;3,5;26;0
04/05/2022 02:55:07;5,1;5,3;3,6;26,1;0
04/05/2022 03:10:23;5,1;5,1;3,5;25,8;0
04/05/2022 03:25:22;5,1;5,1;3,5;25,5;0
04/05/2022 03:40:24;5,1;5,1;3,5;25,4;0
04/05/2022 03:55:18;5,1;5;3,4;24,8;0
04/05/2022 04:10:17;5,1;5;3,4;24,8;0
04/05/2022 04:25:05;5,1;5;3,4;24,8;0
04/05/2022 04:40:07;5,1;5;3,4;24,6;0
04/05/2022 04:55:06;5,1;5;3,4;24,6;0
04/05/2022 05:10:06;5,1;4,8;3,3;24,2;0
04/05/2022 05:25:05;5,1;4,8;3,3;24;0
04/05/2022 05:40:11;5,1;4,8;3,3;24,3;0
04/05/2022 05:55:06;5;4,8;3,3;24,6;0
04/05/2022 06:10:19;5;4,8;3,3;24,9;0
04/05/2022 06:25:15;5;4,8;3,3;24,4;0
04/05/2022 06:40:19;5;4,7;3,2;24,2;0
04/05/2022 06:55:07;5;4,8;3,3;24,7;0
04/05/2022 07:10:15;5;4,8;3,3;24,9;0
04/05/2022 07:25:18;4,8;4,7;3,2;25,2;0
04/05/2022 07:40:39;5;5;3,4;25,5;0
04/05/2022 07:55:07;5;5;3,4;25,5;0
04/05/2022 08:10:12;4,8;4,8;3,3;25,9;0
04/05/2022 08:25:14;4,8;4,8;3,3;25,9;0
04/05/2022 08:40:25;4,8;5;3,4;26,1;0
04/05/2022 08:55:04;4,7;4,8;3,3;26,3;0
04/05/2022 09:10:36;4,7;4,8;3,3;26,5;0
04/05/2022 09:25:06;4,7;5;3,4;27;0
04/05/2022 09:40:04;4,7;5;3,4;27,3;0
04/05/2022 09:55:36;4,7;5,1;3,5;27,9;0
04/05/2022 10:10:05;4,5;5;3,4;28;0
04/05/2022 10:25:09;4,5;5;3,4;28,4;0
04/05/2022 10:40:28;4,5;5,1;3,5;29;0
04/05/2022 10:55:07;4,5;5,3;3,6;29,3;0
04/05/2022 11:10:18;4,4;5,3;3,6;30;0
04/05/2022 11:25:30;4,4;5,3;3,6;30,4;0
04/05/2022 11:40:03;4,4;5,4;3,7;30,9;0
04/05/2022 11:55:00;4,2;5,3;3,6;31,4;0
04/05/2022 12:10:34;4,2;5,4;3,7;31,9;0
04/05/2022 12:25:04;4,2;5,4;3,7;32,2;0
04/05/2022 12:40:06;4,2;5,4;3,7;32,2;0
04/05/2022 12:55:12;4,2;5,6;3,8;32,4;0
04/05/2022 13:10:14;4,2;5,6;3,8;32,4;0
04/05/2022 13:25:30;4,2;5,6;3,8;32,5;0
04/05/2022 13:40:11;4,2;5,6;3,8;32,7;0
04/05/2022 13:55:41;4,2;5,7;3,9;33;0
04/05/2022 14:10:37;4,2;5,7;3,9;33,2;0
04/05/2022 14:25:46;4,2;5,7;3,9;33,3;0
04/05/2022 14:39:59;4,2;5,7;3,9;33,5;0
04/05/2022 14:55:00;4,2;5,7;3,9;33,5;0
04/05/2022 15:10:00;4,2;5,7;3,9;33,6;0
04/05/2022 15:25:28;4,2;5,7;3,9;33,5;0
04/05/2022 15:40:51;4,2;5,9;4;33,8;0
04/05/2022 15:55:17;4,2;5,7;3,9;33,6;0
04/05/2022 16:10:30;4,2;5,7;3,9;33,5;0
04/05/2022 16:25:27;4,2;5,7;3,9;33,5;0
04/05/2022 16:40:15;4,2;5,7;3,9;33,4;0
04/05/2022 16:55:10;4,4;6;4,1;33,1;0
04/05/2022 17:10:20;4,4;5,9;4;33;0
04/05/2022 17:25:17;4,4;5,9;4;32,7;0
04/05/2022 17:40:20;4,4;5,9;4;32,5;0
04/05/2022 17:55:13;4,5;5,9;4;32,2;0
04/05/2022 18:10:21;4,5;5,9;4;31,9;0
04/05/2022 18:25:16;4,7;5,9;4;31,1;0
04/05/2022 18:40:20;4,7;5,7;3,9;30,7;0
04/05/2022 18:55:10;4,7;5,7;3,9;30,4;0
04/05/2022 19:10:13;4,8;5,9;4;30,3;0
04/05/2022 19:25:18;4,7;5,7;3,9;30,1;0
04/05/2022 19:40:18;4,7;5,7;3,9;30,1;0
04/05/2022 19:55:13;4,8;5,7;3,9;29,9;0
04/05/2022 20:10:09;4,8;5,7;3,9;29,8;0
04/05/2022 20:25:01;4,8;5,6;3,8;29,3;0
04/05/2022 20:40:02;4,8;5,6;3,8;28,9;0
04/05/2022 20:55:08;5;5,7;3,9;28,7;0
04/05/2022 21:10:16;5;5,6;3,8;28,4;0
04/05/2022 21:25:16;5;5,6;3,8;28,3;0
04/05/2022 21:40:11;5;5,6;3,8;28,2;0
04/05/2022 21:55:18;5;5,4;3,7;27,7;0
04/05/2022 22:10:29;5;5,4;3,7;27,4;0
04/05/2022 22:25:31;5;5,4;3,7;27,3;0
04/05/2022 22:40:55;5;5,3;3,6;26,8;0
04/05/2022 22:55:06;5;5,1;3,5;26,3;0
04/05/2022 23:10:05;5;5,1;3,5;26;0
04/05/2022 23:25:07;5,1;5,1;3,5;26;0
04/05/2022 23:40:06;5,1;5,1;3,5;25,6;0
04/05/2022 23:55:04;5,1;5,1;3,5;25,5;0
05/05/2022 00:10:00;5,1;5,1;3,5;25,5;0
05/05/2022 00:25:12;5,1;5,1;3,5;25,5;0
05/05/2022 00:40:18;5,1;5;3,4;24,6;0
05/05/2022 00:55:16;5,1;4,8;3,3;24,3;0
05/05/2022 01:10:18;5,1;4,8;3,3;24,3;0
05/05/2022 01:25:15;5,1;4,8;3,3;24,1;0
05/05/2022 01:40:18;5,1;4,7;3,2;23,6;0
05/05/2022 01:55:13;5,1;4,7;3,2;23,5;0
05/05/2022 02:10:17;5,1;4,7;3,2;23,5;0
05/05/2022 02:25:18;5,1;4,7;3,2;23,5;0
05/05/2022 02:40:33;5,1;4,7;3,2;23,2;0
05/05/2022 02:55:14;5,1;4,7;3,2;23,3;0
05/05/2022 03:10:16;5,1;4,5;3,1;22,4;0
05/05/2022 03:25:18;5,1;4,5;3,1;22,7;0
05/05/2022 03:40:13;5,1;4,5;3,1;22,8;0
05/05/2022 03:55:15;5;4,5;3,1;23;0
05/05/2022 04:10:18;5;4,4;3;22,7;0
05/05/2022 04:25:20;5;4,4;3;22,7;0
05/05/2022 04:40:11;5;4,5;3,1;22,9;0
05/05/2022 04:55:15;5;4,4;3;22,7;-0,1
05/05/2022 05:10:12;5;4,4;3;22,5;-0,1
05/05/2022 05:25:11;5;4,4;3;22,5;-0,1
05/05/2022 05:40:11;5;4,4;3;22,5;-0,1
05/05/2022 05:55:12;5;4,4;3;22,2;-0,1
05/05/2022 06:10:20;5;4,4;3;22,5;-0,1
05/05/2022 06:25:14;5;4,4;3;22,4;-0,1
05/05/2022 06:40:11;5;4,5;3,1;22,9;-0,1
05/05/2022 06:55:17;5;4,5;3,1;22,9;0
05/05/2022 07:10:17;4,8;4,2;2,9;23;0
05/05/2022 07:25:16;4,8;4,2;2,9;22,7;0
05/05/2022 07:40:19;4,8;4,2;2,9;22,7;0
05/05/2022 07:55:18;4,8;4,2;2,9;22,9;-0,1
05/05/2022 08:10:24;4,8;4,4;3;23,3;-0,1
05/05/2022 08:25:18;4,8;4,4;3;23,3;-0,1
05/05/2022 08:40:25;4,8;4,4;3;23,7;-0,1
05/05/2022 08:55:23;4,8;4,4;3;23,5;-0,1
05/05/2022 09:10:24;4,8;4,4;3;23,5;-0,1
05/05/2022 09:25:19;4,8;4,5;3,1;24,2;-0,1
05/05/2022 09:40:27;4,8;4,5;3,1;24,1;-0,1
05/05/2022 09:55:07;4,7;4,5;3,1;24,4;-0,1
05/05/2022 10:10:17;4,7;4,5;3,1;24,9;-0,1
05/05/2022 10:25:11;4,7;4,5;3,1;24,9;-0,1
05/05/2022 10:40:20;4,5;4,5;3,1;25,7;-0,1
05/05/2022 10:55:16;4,5;4,7;3,2;26,2;0
05/05/2022 11:10:22;4,5;4,7;3,2;26,5;0
05/05/2022 11:25:13;4,5;4,7;3,2;26,5;0
05/05/2022 11:40:16;4,5;5;3,4;27,7;0
05/05/2022 11:55:17;4,4;5;3,4;28,4;0
05/05/2022 12:10:11;4,4;5;3,4;28,7;0
05/05/2022 12:25:16;4,2;4,8;3,3;28,9;0
