Data e Hora;Saturação de água no óleo - % (Monitor de Umidade MO - Transformador);Saturação de água no óleo convertida para temperatura de referência - % (Monitor de Umidade MO - Transformador);Teor de água no óleo - ppm (Monitor de Umidade MO - Transformador);Temperatura do óleo no sensor de umidade - ºC (Monitor de Umidade MO - Transformador);Tendência de evolução do teor de água no óleo - ppm/dia (Monitor de Umidade MO - Transformador)
14/05/2022 08:28:06;4,7;4,8;3,3;26;0
14/05/2022 08:43:02;4,7;4,8;3,3;26,5;0
14/05/2022 08:58:02;4,5;4,8;3,3;27;0
14/05/2022 09:13:04;4,5;4,8;3,3;27;0
14/05/2022 09:28:04;4,5;4,8;3,3;27,3;0
14/05/2022 09:43:05;4,5;4,8;3,3;27,3;0
14/05/2022 09:58:08;4,5;4,8;3,3;27,6;0
14/05/2022 10:13:10;4,5;5;3,4;27,9;0
14/05/2022 10:28:03;4,4;5;3,4;28,7;0
14/05/2022 10:43:09;4,4;5,1;3,5;29;0
14/05/2022 10:58:05;4,4;5,1;3,5;29,3;0
14/05/2022 11:13:07;4,2;5;3,4;29,8;0
14/05/2022 11:28:05;4,2;5,1;3,5;30,6;0
14/05/2022 11:43:09;4,2;5,3;3,6;30,9;0
14/05/2022 11:58:07;4;5;3,4;31,4;0
14/05/2022 12:13:07;4;5,1;3,5;31,9;0
14/05/2022 12:28:06;4,2;5,4;3,7;31,6;0
14/05/2022 12:43:10;4,1;5,3;3,6;32,2;0
14/05/2022 12:58:05;4,1;5,4;3,7;32,7;0
14/05/2022 13:13:08;4,1;5,4;3,7;32,8;0
14/05/2022 13:28:07;4,1;5,6;3,8;33,3;0
14/05/2022 13:43:12;4,1;5,6;3,8;33,3;0
14/05/2022 13:58:08;4,1;5,6;3,8;33,5;0
14/05/2022 14:13:10;4,1;5,7;3,9;33,7;0
14/05/2022 14:28:14;4,1;5,7;3,9;33,7;0
14/05/2022 14:43:09;4,1;5,7;3,9;34;0
14/05/2022 14:58:16;4,1;5,7;3,9;34,1;0
14/05/2022 15:13:17;4,1;5,9;4;34,3;0
14/05/2022 15:28:10;4,1;5,9;4;34,4;0
14/05/2022 15:43:09;4,1;5,9;4;34,4;0
14/05/2022 15:58:11;4,1;5,9;4;34,5;0
14/05/2022 16:13:10;4,1;5,9;4;34,4;0
14/05/2022 16:28:11;4,1;5,9;4;34,4;0
14/05/2022 16:43:14;4,1;5,9;4;34,3;0
14/05/2022 16:58:10;4,2;5,9;4;34,2;0
14/05/2022 17:13:13;4,2;5,9;4;34,1;0
14/05/2022 17:28:13;4,2;5,9;4;34;0
14/05/2022 17:43:11;4,2;5,9;4;33,8;0
14/05/2022 17:58:12;4,2;5,9;4;33,9;0
14/05/2022 18:13:12;4,2;5,7;3,9;33,6;0
14/05/2022 18:28:09;4,2;5,7;3,9;33,5;0
14/05/2022 18:43:15;4,4;6;4,1;33,6;0
14/05/2022 18:58:12;4,4;6,1;4,2;33,7;0
14/05/2022 19:13:10;4,4;6;4,1;33,3;0
14/05/2022 19:28:10;4,4;6;4,1;33,3;0
14/05/2022 19:43:10;4,4;5,9;4;32,9;0
14/05/2022 19:58:17;4,4;5,9;4;32,6;0
14/05/2022 20:13:26;4,5;6;4,1;32,7;0
14/05/2022 20:28:18;4,5;6;4,1;32,7;0
14/05/2022 20:43:17;4,5;6;4,1;32,6;0
14/05/2022 20:58:18;4,5;5,9;4;32,4;0
14/05/2022 21:13:21;4,5;5,9;4;32,2;0
14/05/2022 21:28:22;4,5;5,9;4;31,9;0
14/05/2022 21:43:19;4,5;5,9;4;32;0
14/05/2022 21:58:20;4,5;5,7;3,9;31,3;0
14/05/2022 22:13:36;4,7;5,9;4;30,9;0
14/05/2022 22:28:13;4,7;5,9;4;30,8;0
14/05/2022 22:43:24;4,7;5,7;3,9;30,4;0
14/05/2022 22:58:21;4,7;5,7;3,9;30,3;0
14/05/2022 23:13:19;4,7;5,6;3,8;29,9;0
14/05/2022 23:28:26;4,7;5,6;3,8;29,7;0
14/05/2022 23:43:26;4,7;5,4;3,7;29,3;0
14/05/2022 23:58:21;4,7;5,4;3,7;29,3;0
15/05/2022 00:13:05;4,7;5,4;3,7;29;0
15/05/2022 00:28:06;4,7;5,3;3,6;28,4;0
15/05/2022 00:43:02;4,8;5,4;3,7;28,3;0
15/05/2022 00:57:59;4,8;5,1;3,5;27,3;0
15/05/2022 01:13:03;4,8;5,1;3,5;27;0
15/05/2022 01:28:01;4,8;5,1;3,5;27,1;0
15/05/2022 01:43:28;5;5,3;3,6;26,9;0
15/05/2022 01:58:00;4,8;5;3,4;26,7;0
15/05/2022 02:13:04;4,8;5;3,4;26,5;0
15/05/2022 02:28:06;5;5,1;3,5;26,4;0
15/05/2022 02:43:03;4,8;5;3,4;26,3;0
15/05/2022 02:58:04;4,8;5;3,4;26,3;0
15/05/2022 03:13:12;4,8;5;3,4;26,1;0
15/05/2022 03:28:16;4,8;4,8;3,3;25,5;0
15/05/2022 03:43:09;5;4,8;3,3;25;0
15/05/2022 03:58:11;5;4,8;3,3;24,9;0
15/05/2022 04:13:13;5;4,8;3,3;24,9;0
15/05/2022 04:28:09;5;4,8;3,3;24,9;0
15/05/2022 04:43:16;4,8;4,7;3,2;24,9;0
15/05/2022 04:58:10;5;4,8;3,3;24,4;0
15/05/2022 05:13:09;5;4,8;3,3;24,5;0
15/05/2022 05:28:09;5;4,7;3,2;24,3;0
15/05/2022 05:43:11;5;4,7;3,2;24,3;0
15/05/2022 05:58:07;4,8;4,5;3,1;24;0
15/05/2022 06:13:09;5;4,7;3,2;23,8;0
15/05/2022 06:28:07;4,8;4,5;3,1;24,1;0
15/05/2022 06:43:11;4,8;4,5;3,1;24,1;0
15/05/2022 06:58:07;4,8;4,5;3,1;24,1;0
15/05/2022 07:13:10;4,8;4,5;3,1;24,1;0
15/05/2022 07:28:07;4,8;4,5;3,1;24;0
15/05/2022 07:43:14;4,8;4,5;3,1;24,2;0
15/05/2022 07:58:08;4,8;4,7;3,2;24,7;0
15/05/2022 08:13:10;4,7;4,7;3,2;25,2;0
15/05/2022 08:28:09;4,7;4,5;3,1;25,1;0
15/05/2022 08:43:11;4,8;4,8;3,3;25,6;0
15/05/2022 08:58:09;4,7;4,8;3,3;26,2;0
15/05/2022 09:13:12;4,7;5;3,4;26,7;0
15/05/2022 09:28:07;4,5;4,7;3,2;26,8;0
15/05/2022 09:43:13;4,5;4,8;3,3;27,4;0
15/05/2022 09:58:10;4,5;5;3,4;27,7;0
15/05/2022 10:13:06;4,5;5,1;3,5;28,5;0
15/05/2022 10:28:08;4,4;5;3,4;28,8;0
15/05/2022 10:43:09;4,4;5,1;3,5;29,5;0
15/05/2022 10:58:12;4,4;5,3;3,6;29,9;0
15/05/2022 11:13:11;4,2;5,1;3,5;30,3;0
15/05/2022 11:28:15;4,2;5,1;3,5;30,8;0
15/05/2022 11:43:09;4,2;5,3;3,6;31,1;0
15/05/2022 11:58:10;4;5,1;3,5;32,1;0
15/05/2022 12:13:12;4,1;5,4;3,7;32,5;0
15/05/2022 12:28:13;4,1;5,3;3,6;32,2;0
15/05/2022 12:43:12;4,1;5,4;3,7;32,5;0
15/05/2022 12:58:12;4,1;5,6;3,8;33;0
15/05/2022 13:13:12;4,1;5,4;3,7;32,8;0
15/05/2022 13:28:14;4,1;5,4;3,7;32,9;0
15/05/2022 13:43:23;4,1;5,6;3,8;33;0
15/05/2022 13:58:11;4,1;5,6;3,8;33,2;0
15/05/2022 14:13:11;4,1;5,6;3,8;33,2;0
15/05/2022 14:28:14;4,1;5,6;3,8;33,2;0
15/05/2022 14:43:12;4,1;5,6;3,8;33,4;0
15/05/2022 14:58:10;4,1;5,6;3,8;33,5;0
15/05/2022 15:13:10;4,1;5,6;3,8;33,5;0
15/05/2022 15:28:12;4,1;5,7;3,9;33,6;0
15/05/2022 15:43:18;4,1;5,6;3,8;33,4;0
15/05/2022 15:58:14;4,1;5,6;3,8;33,4;0
15/05/2022 16:13:11;4,1;5,6;3,8;33,5;0
15/05/2022 16:28:13;4,1;5,7;3,9;33,7;0
15/05/2022 16:43:12;4,1;5,6;3,8;33,5;0
15/05/2022 16:58:10;4,2;5,7;3,9;33,1;0
15/05/2022 17:13:12;4,2;5,6;3,8;32,9;0
15/05/2022 17:28:17;4,2;5,6;3,8;32,7;0
15/05/2022 17:43:14;4,2;5,6;3,8;32,6;0
15/05/2022 17:58:17;4,4;5,7;3,9;32,4;0
15/05/2022 18:13:12;4,2;5,6;3,8;32,5;0
15/05/2022 18:28:12;4,4;5,7;3,9;32,1;0
15/05/2022 18:43:03;4,4;5,7;3,9;32,3;0
15/05/2022 18:58:07;4,4;5,7;3,9;32,1;0
15/05/2022 19:13:15;4,4;5,7;3,9;32,2;0
15/05/2022 19:28:00;4,4;5,7;3,9;31,8;0
15/05/2022 19:43:00;4,5;5,7;3,9;31,6;0
15/05/2022 19:58:01;4,5;5,7;3,9;31,5;0
15/05/2022 20:13:03;4,5;5,7;3,9;31,4;0
15/05/2022 20:28:27;4,5;5,7;3,9;31,2;0
15/05/2022 20:43:01;4,5;5,6;3,8;31,1;0
15/05/2022 20:58:25;4,5;5,6;3,8;31;0
15/05/2022 21:13:00;4,5;5,6;3,8;30,9;0
15/05/2022 21:28:04;4,5;5,4;3,7;29,9;0
15/05/2022 21:43:27;4,7;5,4;3,7;28,9;0
15/05/2022 21:58:25;4,8;5,3;3,6;27,7;0
15/05/2022 22:13:01;4,8;5,1;3,5;27,1;0
15/05/2022 22:28:27;5;5,1;3,5;26,2;0
15/05/2022 22:43:02;5;5;3,4;25,7;0
15/05/2022 22:58:00;5;5;3,4;25,5;0
15/05/2022 23:13:04;5;5;3,4;25,5;0
15/05/2022 23:27:59;5;5;3,4;25,4;0
15/05/2022 23:43:03;5;5;3,4;25,4;0
15/05/2022 23:57:59;5;5;3,4;25,2;0
16/05/2022 00:13:29;5;5;3,4;25,2;0
16/05/2022 00:28:00;5;5;3,4;25,4;0
16/05/2022 00:43:27;4,8;4,7;3,2;24,9;0
16/05/2022 00:58:27;5;4,8;3,3;24,7;0
16/05/2022 01:12:59;4,8;4,7;3,2;24,9;0
16/05/2022 01:28:27;5;4,8;3,3;24,5;0
16/05/2022 01:43:30;5;4,8;3,3;24,6;0
16/05/2022 01:58:28;4,8;4,5;3,1;24,5;0
16/05/2022 02:13:24;4,8;4,5;3,1;24,3;0
16/05/2022 02:28:25;4,8;4,5;3,1;24;0
16/05/2022 02:43:34;4,8;4,5;3,1;24,1;0
16/05/2022 02:58:34;5;4,5;3,1;23,2;0
16/05/2022 03:13:31;5;4,5;3,1;23,1;0
16/05/2022 03:28:34;5;4,5;3,1;23,2;0
16/05/2022 03:43:31;5;4,5;3,1;23;0
16/05/2022 03:58:31;4,8;4,2;2,9;22,7;0
16/05/2022 04:13:32;4,8;4,2;2,9;22,5;0
16/05/2022 04:28:01;5;4,4;3;22,5;0
16/05/2022 04:43:30;5;4,4;3;22,6;0
16/05/2022 04:58:00;5;4,4;3;22,4;0
16/05/2022 05:13:02;5;4,4;3;22,7;0
16/05/2022 05:28:35;4,8;4,2;2,9;22,7;0
16/05/2022 05:43:33;4,8;4,2;2,9;22,6;0
16/05/2022 05:58:28;4,8;4,2;2,9;22,3;0
16/05/2022 06:13:04;5;4,4;3;22,3;-0,1
16/05/2022 06:28:04;4,8;4,2;2,9;22,5;-0,1
16/05/2022 06:43:34;4,8;4,2;2,9;22,4;-0,1
16/05/2022 06:58:00;4,8;4,2;2,9;22,5;-0,1
16/05/2022 07:13:02;4,8;4,2;2,9;22,7;0
16/05/2022 07:28:03;4,8;4,2;2,9;22,4;0
16/05/2022 07:43:10;4,8;4,2;2,9;22,4;0
16/05/2022 07:58:09;4,8;4,2;2,9;22,6;0
16/05/2022 08:13:23;4,6;4,1;2,8;23;0
16/05/2022 08:28:03;4,6;4,1;2,8;23,1;0
16/05/2022 08:43:07;4,6;4,1;2,8;23,2;0
16/05/2022 08:58:19;4,6;4,2;2,9;23,5;0
16/05/2022 09:13:26;4,6;4,2;2,9;24;0
16/05/2022 09:28:26;4,6;4,2;2,9;24;0
16/05/2022 09:43:07;4,5;4,2;2,9;24,4;0
16/05/2022 09:58:04;4,5;4,4;3;24,6;0
16/05/2022 10:13:12;4,5;4,4;3;24,7;0
16/05/2022 10:28:18;4,3;4,2;2,9;25,1;0
16/05/2022 10:43:21;4,3;4,2;2,9;25,2;0
16/05/2022 10:58:21;4,3;4,2;2,9;25,6;0
16/05/2022 11:13:24;4,3;4,4;3;25,9;0
16/05/2022 11:28:24;4,3;4,4;3;26,1;0
16/05/2022 11:43:28;4,3;4,4;3;26,4;0
16/05/2022 11:58:07;4,3;4,5;3,1;26,8;0
16/05/2022 12:13:14;4,2;4,5;3,1;27,7;0
16/05/2022 12:28:14;4,2;4,5;3,1;27,5;0
16/05/2022 12:43:15;4,2;4,5;3,1;27,8;0
16/05/2022 12:58:18;4,2;4,5;3,1;27,6;0
16/05/2022 13:13:10;4,2;4,5;3,1;27,8;0
16/05/2022 13:28:16;4,2;4,7;3,2;28,2;0
16/05/2022 13:43:24;4,2;4,7;3,2;28,4;0
16/05/2022 13:58:23;4,2;4,7;3,2;28,6;0
16/05/2022 14:13:49;4,2;4,8;3,3;28,7;0
16/05/2022 14:28:22;4,2;4,8;3,3;28,7;0
16/05/2022 14:43:25;4,2;4,8;3,3;28,7;0
16/05/2022 14:58:04;4,2;4,8;3,3;28,8;0
16/05/2022 15:13:45;4,2;4,8;3,3;28,7;0
16/05/2022 15:28:32;4,2;4,8;3,3;28,9;0
16/05/2022 15:43:00;4,2;4,8;3,3;29,1;0
16/05/2022 15:58:33;4,2;4,8;3,3;29,3;0
16/05/2022 16:13:11;4,2;4,8;3,3;28,9;0
16/05/2022 16:28:12;4,2;4,8;3,3;28,9;0
16/05/2022 16:43:07;4,2;4,7;3,2;28,6;0
16/05/2022 16:58:07;4,2;4,7;3,2;28,6;0
16/05/2022 17:13:07;4,4;5;3,4;28,3;0
16/05/2022 17:28:03;4,4;5;3,4;28,3;0
16/05/2022 17:43:05;4,4;4,8;3,3;28,1;0
16/05/2022 17:58:04;4,4;4,8;3,3;28;0
16/05/2022 18:13:00;4,3;4,7;3,2;27,6;0
16/05/2022 18:28:03;4,3;4,7;3,2;27,6;0
16/05/2022 18:43:07;4,3;4,7;3,2;27,6;0
16/05/2022 18:58:03;4,3;4,7;3,2;27,6;0
16/05/2022 19:13:08;4,5;4,8;3,3;27,3;0
16/05/2022 19:28:30;4,5;4,8;3,3;27,3;0
16/05/2022 19:43:03;4,5;4,8;3,3;27,2;0
16/05/2022 19:58:14;4,5;4,8;3,3;27;0
16/05/2022 20:13:15;4,5;4,7;3,2;26,7;0
16/05/2022 20:28:15;4,5;4,7;3,2;26,7;0
16/05/2022 20:43:00;4,5;4,7;3,2;26,5;0
16/05/2022 20:58:28;4,5;4,7;3,2;26,5;0
16/05/2022 21:13:04;4,5;4,7;3,2;26,2;0
16/05/2022 21:28:32;4,7;4,8;3,3;26,2;0
16/05/2022 21:43:27;4,5;4,7;3,2;26,2;0
16/05/2022 21:58:25;4,7;4,8;3,3;25,9;0
16/05/2022 22:13:32;4,7;4,7;3,2;25,7;0
16/05/2022 22:28:30;4,7;4,7;3,2;25,7;0
16/05/2022 22:43:22;4,7;4,7;3,2;25,5;0
16/05/2022 22:58:10;4,7;4,7;3,2;25,3;0
16/05/2022 23:13:05;4,7;4,7;3,2;25,5;0
16/05/2022 23:28:07;4,7;4,7;3,2;25,2;0
16/05/2022 23:43:17;4,7;4,5;3,1;24,9;0
16/05/2022 23:58:08;4,7;4,4;3;24,3;0
17/05/2022 00:13:21;4,8;4,5;3,1;24;0
17/05/2022 00:28:04;4,8;4,4;3;23,8;0
17/05/2022 00:42:59;4,8;4,5;3,1;23,9;0
17/05/2022 00:58:01;4,6;4,2;2,9;23,8;0
17/05/2022 01:13:01;4,6;4,1;2,8;23,1;0
17/05/2022 01:28:34;4,6;4,1;2,8;23,2;0
17/05/2022 01:43:02;4,6;4,1;2,8;22,7;0
17/05/2022 01:57:59;4,8;4,2;2,9;22,2;0
17/05/2022 02:13:02;4,8;4,1;2,8;22,1;0
17/05/2022 02:28:04;4,8;4,1;2,8;22,1;0
17/05/2022 02:43:04;4,8;4,1;2,8;21,9;0
17/05/2022 02:58:00;4,6;3,9;2,7;21,9;0
17/05/2022 03:13:24;4,8;4,1;2,8;21,6;-0,1
17/05/2022 03:28:21;4,8;3,9;2,7;21,3;-0,1
17/05/2022 03:43:21;4,8;3,9;2,7;21;-0,1
17/05/2022 03:58:18;4,8;3,9;2,7;21;-0,1
17/05/2022 04:13:23;4,8;3,9;2,7;21;-0,1
17/05/2022 04:28:25;4,8;3,9;2,7;20,7;-0,1
17/05/2022 04:43:26;4,8;3,8;2,6;20,4;-0,1
17/05/2022 04:58:21;4,8;3,8;2,6;20,4;-0,1
17/05/2022 05:13:27;4,8;3,8;2,6;20,4;-0,1
17/05/2022 05:28:23;4,8;3,8;2,6;20,2;-0,1
17/05/2022 05:43:21;4,8;3,8;2,6;20,2;-0,1
17/05/2022 05:58:26;4,8;3,8;2,6;20;-0,1
17/05/2022 06:12:59;4,8;3,8;2,6;19,9;-0,1
17/05/2022 06:28:03;4,8;3,8;2,6;19,8;-0,1
17/05/2022 06:43:02;4,8;3,8;2,6;19,8;-0,1
17/05/2022 06:58:26;4,8;3,8;2,6;19,6;-0,1
17/05/2022 07:12:59;4,8;3,8;2,6;19,6;-0,1
17/05/2022 07:28:15;4,8;3,8;2,6;19,6;-0,1
17/05/2022 07:43:01;4,8;3,6;2,5;19,4;-0,1
17/05/2022 07:58:00;4,8;3,6;2,5;19,4;-0,1
17/05/2022 08:13:05;4,8;3,6;2,5;19,4;-0,1
17/05/2022 08:28:16;4,8;3,6;2,5;19,2;-0,1
17/05/2022 08:43:17;4,8;3,6;2,5;19,3;-0,1
17/05/2022 08:58:21;4,8;3,6;2,5;19,3;-0,1
17/05/2022 09:13:13;4,8;3,6;2,5;19,4;-0,1
17/05/2022 09:28:17;4,8;3,6;2,5;19,4;-0,1
17/05/2022 09:43:18;4,6;3,5;2,4;19,4;-0,1
17/05/2022 09:58:11;4,8;3,8;2,6;19,6;-0,1
17/05/2022 10:13:15;4,8;3,8;2,6;19,9;-0,1
17/05/2022 10:28:22;4,6;3,6;2,5;20;-0,1
17/05/2022 10:43:20;4,6;3,6;2,5;20;-0,1
17/05/2022 10:58:24;4,6;3,6;2,5;20;-0,1
17/05/2022 11:13:26;4,6;3,6;2,5;20;-0,1
17/05/2022 11:28:22;4,5;3,6;2,5;20,9;-0,1
17/05/2022 11:43:24;4,5;3,8;2,6;21,5;-0,1
17/05/2022 11:58:21;4,5;3,9;2,7;22,1;-0,1
17/05/2022 12:13:04;4,5;3,9;2,7;22,6;-0,1
17/05/2022 12:28:17;4,3;3,8;2,6;22,8;-0,1
17/05/2022 12:43:29;4,3;3,8;2,6;22,7;-0,1
17/05/2022 12:57:59;4,3;3,8;2,6;22,9;-0,1
17/05/2022 13:13:03;4,3;3,9;2,7;23,3;-0,1
17/05/2022 13:28:01;4,3;3,9;2,7;23,7;-0,1
17/05/2022 13:43:05;4,2;3,9;2,7;24;-0,1
17/05/2022 13:58:05;4,2;3,9;2,7;24,3;-0,1
17/05/2022 14:13:02;4,2;3,9;2,7;24,3;-0,1
17/05/2022 14:28:04;4,2;3,9;2,7;24,3;-0,1
17/05/2022 14:43:11;4,2;3,9;2,7;24,4;-0,1
17/05/2022 14:58:37;4,3;4,1;2,8;24,7;-0,1
17/05/2022 15:13:25;4,3;4,1;2,8;24,8;0
17/05/2022 15:28:25;4,3;4,1;2,8;24,7;0
17/05/2022 15:43:20;4,3;4,1;2,8;24,8;0
17/05/2022 15:58:25;4,3;4,1;2,8;24,6;0
17/05/2022 16:13:28;4,2;4,1;2,8;24,6;0
17/05/2022 16:28:24;4,3;4,1;2,8;24,4;0
17/05/2022 16:43:25;4,3;4,1;2,8;24,5;0
17/05/2022 16:58:20;4,3;4,1;2,8;24,2;0
17/05/2022 17:13:24;4,5;4,1;2,8;23,4;-0,1
17/05/2022 17:28:27;4,5;4,1;2,8;23,5;-0,1
17/05/2022 17:43:24;4,5;3,9;2,7;22,9;-0,1
17/05/2022 17:58:27;4,5;4,1;2,8;23,1;-0,1
17/05/2022 18:13:24;4,5;3,9;2,7;22,9;0
17/05/2022 18:28:27;4,5;3,9;2,7;22,8;0
17/05/2022 18:43:24;4,5;3,9;2,7;22,9;0
17/05/2022 18:58:27;4,5;3,9;2,7;22,8;0
17/05/2022 19:13:27;4,6;4,1;2,8;22,8;0
17/05/2022 19:28:03;4,6;4,1;2,8;22,5;0
17/05/2022 19:43:01;4,6;4,1;2,8;22,4;0
17/05/2022 19:58:05;4,6;4,1;2,8;22,4;0
17/05/2022 20:13:10;4,6;3,9;2,7;22,3;0
17/05/2022 20:28:12;4,6;3,9;2,7;22,1;0
17/05/2022 20:43:11;4,6;3,9;2,7;21,7;0
17/05/2022 20:58:06;4,6;3,9;2,7;21,8;0
17/05/2022 21:13:05;4,6;3,9;2,7;21,6;0
17/05/2022 21:28:06;4,6;3,8;2,6;21,3;-0,1
17/05/2022 21:43:08;4,6;3,8;2,6;20,7;-0,1
17/05/2022 21:58:05;4,6;3,8;2,6;20,8;-0,1
17/05/2022 22:13:12;4,6;3,6;2,5;20,4;-0,1
17/05/2022 22:28:17;4,6;3,6;2,5;20,4;-0,1
17/05/2022 22:43:05;4,6;3,6;2,5;20,4;-0,1
17/05/2022 22:58:24;4,6;3,6;2,5;20,4;-0,1
17/05/2022 23:13:30;4,6;3,6;2,5;20,4;-0,1
17/05/2022 23:27:59;4,6;3,6;2,5;20,4;-0,1
17/05/2022 23:43:30;4,6;3,6;2,5;20,4;-0,1
17/05/2022 23:58:25;4,6;3,6;2,5;20,4;-0,1
18/05/2022 00:13:04;4,6;3,6;2,5;20,4;-0,1
18/05/2022 00:28:01;4,6;3,6;2,5;20,4;-0,1
18/05/2022 00:43:05;4,6;3,6;2,5;20,4;-0,1
18/05/2022 00:58:01;4,6;3,6;2,5;20,4;-0,1
18/05/2022 01:13:04;4,6;3,6;2,5;20,4;-0,1
18/05/2022 01:28:05;4,6;3,6;2,5;20,4;-0,1
18/05/2022 01:43:34;4,6;3,6;2,5;20,4;-0,1
18/05/2022 01:58:02;4,6;3,6;2,5;20,4;-0,1
18/05/2022 02:13:08;4,6;3,6;2,5;20,4;-0,1
18/05/2022 02:28:00;4,6;3,6;2,5;20,4;-0,1
18/05/2022 02:43:11;4,6;3,6;2,5;20,4;-0,1
18/05/2022 02:58:04;4,6;3,6;2,5;20,4;-0,1
18/05/2022 03:13:09;4,6;3,6;2,5;20,4;-0,1
18/05/2022 03:28:08;4,6;3,6;2,5;20,4;-0,1
18/05/2022 03:43:09;4,6;3,6;2,5;20,4;-0,1
18/05/2022 03:58:17;4,6;3,6;2,5;20,4;-0,1
18/05/2022 04:13:17;4,6;3,6;2,5;20,4;-0,1
18/05/2022 04:28:08;4,6;3,6;2,5;20,4;-0,1
18/05/2022 04:43:14;4,6;3,6;2,5;20,4;-0,1
18/05/2022 04:58:11;4,6;3,6;2,5;20,4;-0,1
18/05/2022 05:13:16;4,6;3,6;2,5;20,4;-0,1
18/05/2022 05:28:08;4,6;3,6;2,5;20,4;-0,1
18/05/2022 05:43:11;4,6;3,6;2,5;20,4;-0,1
18/05/2022 05:58:11;4,6;3,6;2,5;20,4;-0,1
18/05/2022 06:13:18;4,6;3,6;2,5;20,4;-0,1
18/05/2022 06:28:19;4,6;3,6;2,5;20,4;-0,1
18/05/2022 06:43:12;4,6;3,6;2,5;20,4;-0,1
18/05/2022 06:58:16;4,6;3,6;2,5;20,4;-0,1
18/05/2022 07:13:31;4,6;3,6;2,5;20,4;-0,1
18/05/2022 07:28:02;4,6;3,6;2,5;20,4;-0,1
18/05/2022 07:43:32;4,6;3,6;2,5;20,4;-0,1
18/05/2022 07:58:23;4,6;3,6;2,5;20,4;-0,1
18/05/2022 08:12:59;4,6;3,6;2,5;20,4;-0,1
18/05/2022 08:28:30;4,6;3,6;2,5;20,4;-0,1
18/05/2022 08:43:35;4,6;3,6;2,5;20,4;-0,1
18/05/2022 08:58:32;4,6;3,6;2,5;20,4;-0,1
18/05/2022 09:13:07;4,6;3,6;2,5;20,4;-0,1
18/05/2022 09:28:05;4,6;3,6;2,5;20,4;-0,1
18/05/2022 09:43:10;4,6;3,6;2,5;20,4;-0,1
18/05/2022 09:58:13;4,6;3,6;2,5;20,4;-0,1
18/05/2022 10:13:27;4,6;3,6;2,5;20,4;-0,1
18/05/2022 10:28:33;4,6;3,6;2,5;20,4;-0,1
18/05/2022 10:43:13;4,6;3,6;2,5;20,4;-0,1
18/05/2022 10:58:16;4,6;3,6;2,5;20,4;-0,1
18/05/2022 11:13:05;4,6;3,6;2,5;20,4;-0,1
18/05/2022 11:28:13;4,6;3,6;2,5;20,4;-0,1
18/05/2022 11:43:05;4,6;3,6;2,5;20,4;-0,1
18/05/2022 11:58:07;4,6;3,6;2,5;20,4;-0,1
18/05/2022 12:13:22;4,6;3,6;2,5;20,4;-0,1
18/05/2022 12:28:10;4,6;3,6;2,5;20,4;-0,1
18/05/2022 12:43:17;4,6;3,6;2,5;20,4;-0,1
18/05/2022 12:58:26;4,6;3,6;2,5;20,4;-0,1
18/05/2022 13:13:00;4,6;3,6;2,5;20,4;-0,1
18/05/2022 13:28:27;4,6;3,6;2,5;20,4;-0,1
18/05/2022 13:43:06;4,6;3,6;2,5;20,4;-0,1
18/05/2022 13:58:26;4,6;3,6;2,5;20,4;-0,1
18/05/2022 14:13:26;4,6;3,6;2,5;20,4;-0,1
18/05/2022 14:28:28;4,6;3,6;2,5;20,4;-0,1
18/05/2022 14:43:08;4,6;3,6;2,5;20,4;-0,1
18/05/2022 14:58:27;4,6;3,6;2,5;20,4;-0,1
